date,state,active_cases,cured_discharged_migrated,deaths,total_confirmed_cases
2020-06-23 00:00:00,Chhattisgarh,778,1513,12,2303
2020-06-23 00:00:00,Dadra and Nagar Haveli and Daman and Diu,64,27,0,91
2020-06-23 00:00:00,Delhi,23820,36602,2233,62655
2020-06-23 00:00:00,Goa,711,152,1,864
2020-06-23 00:00:00,Gujarat,6232,19909,1684,27825
2020-06-23 00:00:00,Haryana,4940,5916,169,11025
2020-06-23 00:00:00,Himachal Pradesh,282,437,8,727
2020-06-23 00:00:00,Jammu and Kashmir,2472,3531,85,6088
2020-06-23 00:00:00,Jharkhand,657,1469,11,2137
2020-06-23 00:00:00,Karnataka,3527,5730,142,9399
2020-06-23 00:00:00,Kerala,1540,1749,21,3310
2020-06-23 00:00:00,Ladakh,710,136,1,847
2020-06-21 00:00:00,Tripura,505,680,1,1186
2020-06-21 00:00:00,Uttarakhand,824,1450,27,2301
2020-06-21 00:00:00,Uttar Pradesh,6092,9995,507,16594
2020-06-21 00:00:00,West Bengal,5126,7865,540,13531
2020-06-21 00:00:00,Cases being reassigned to states,9127,,,9127
2020-06-21 00:00:00,Total#,169451,"
	","
	","
	"
2020-06-21 00:00:00,,,,,
2020-06-21 00:00:00,,,,,
2020-06-21 00:00:00,,,,,
2020-06-21 00:00:00,,,,,
2020-06-23 00:00:00,Madhya Pradesh,2342,9215,521,12078
2020-06-23 00:00:00,Maharashtra,61807,67706,6283,135796
2020-06-23 00:00:00,Manipur,648,250,0,898
2020-06-23 00:00:00,Meghalaya,6,37,1,44
2020-06-23 00:00:00,Mizoram,132,9,0,141
2020-06-23 00:00:00,Nagaland,139,141,0,280
2020-06-23 00:00:00,Odisha,1425,3863,15,5303
2020-06-23 00:00:00,Puducherry,226,149,8,383
2020-06-23 00:00:00,Punjab,1309,2825,101,4235
2020-06-23 00:00:00,Rajasthan,2966,11910,356,15232
2020-06-23 00:00:00,Sikkim,49,29,0,78
2020-06-23 00:00:00,Tamil Nadu,27181,34112,794,62087
2020-06-23 00:00:00,Telangana,4452,4005,217,8674
2020-06-23 00:00:00,Tripura,454,782,1,1237
2020-06-23 00:00:00,Uttarakhand,853,1521,28,2402
2020-06-23 00:00:00,Uttar Pradesh,6152,11601,569,18322
2020-06-23 00:00:00,West Bengal,5102,8687,569,14358
2020-06-23 00:00:00,Cases being reassigned to states,8015,,,8015
2020-06-23 00:00:00,Total#,178014,"
	","
	","
	"
2020-06-23 00:00:00,,,,,
2020-06-23 00:00:00,,,,,
2020-06-23 00:00:00,,,,,
2020-06-23 00:00:00,,,,,
2020-06-24 00:00:00,Andaman and Nicobar Islands,10,40,0,50
2020-06-24 00:00:00,Andhra Pradesh,5284,4599,119,10002
2020-06-24 00:00:00,Arunachal Pradesh,126,22,0,148
2020-06-24 00:00:00,Assam,2060,3762,9,5831
2020-06-24 00:00:00,Bihar,1993,6104,56,8153
2020-06-24 00:00:00,Chandigarh,90,322,6,418
2020-06-24 00:00:00,Chhattisgarh,797,1553,12,2362
2020-06-24 00:00:00,Dadra and Nagar Haveli and Daman and Diu,91,29,0,120
2020-06-24 00:00:00,Delhi,24988,39313,2301,66602
2020-06-24 00:00:00,Goa,703,205,1,909
2020-06-24 00:00:00,Gujarat,6148,20513,1710,28371
2020-06-24 00:00:00,Haryana,4844,6498,178,11520
2020-06-24 00:00:00,Himachal Pradesh,324,443,8,775
2020-06-24 00:00:00,Jammu and Kashmir,2507,3642,87,6236
2020-06-24 00:00:00,Jharkhand,654,1520,11,2185
2020-06-24 00:00:00,Karnataka,3567,6004,150,9721
2020-06-24 00:00:00,Kerala,1620,1809,22,3451
2020-06-24 00:00:00,Ladakh,783,148,1,932
2020-06-24 00:00:00,Madhya Pradesh,2401,9335,525,12261
2020-06-24 00:00:00,Maharashtra,62848,69631,6531,139010
2020-06-24 00:00:00,Manipur,663,258,0,921
2020-06-24 00:00:00,Meghalaya,8,37,1,46
2020-06-24 00:00:00,Mizoram,133,9,0,142
2020-06-24 00:00:00,Nagaland,189,141,0,330
2020-06-24 00:00:00,Odisha,1465,3988,17,5470
2020-06-24 00:00:00,Puducherry,228,165,9,402
2020-06-24 00:00:00,Punjab,1245,3047,105,4397
2020-06-24 00:00:00,Rajasthan,3049,12213,365,15627
2020-06-24 00:00:00,Sikkim,50,29,0,79
2020-06-24 00:00:00,Tamil Nadu,28431,35339,833,64603
2020-06-24 00:00:00,Telangana,5109,4224,220,9553
2020-06-24 00:00:00,Tripura,451,807,1,1259
2020-06-24 00:00:00,Uttarakhand,903,1602,30,2535
2020-06-24 00:00:00,Uttar Pradesh,6189,12116,588,18893
2020-06-24 00:00:00,West Bengal,4930,9218,580,14728
2020-06-24 00:00:00,Cases being reassigned to states,8141,,,8141
2020-06-24 00:00:00,Total#,183022,"
	","
	","
	"
2020-06-24 00:00:00,,,,,
2020-06-24 00:00:00,,,,,
2020-06-24 00:00:00,,,,,
2020-06-24 00:00:00,,,,,
2020-06-25 00:00:00,Andaman and Nicobar Islands,13,43,0,56
2020-06-25 00:00:00,Andhra Pradesh,5428,4779,124,10331
2020-06-25 00:00:00,Arunachal Pradesh,120,38,0,158
2020-06-25 00:00:00,Assam,2231,3958,9,6198
2020-06-25 00:00:00,Bihar,2039,6113,57,8209
2020-06-25 00:00:00,Chandigarh,91,323,6,420
2020-06-25 00:00:00,Chhattisgarh,780,1627,12,2419
2020-06-25 00:00:00,Dadra and Nagar Haveli and Daman and Diu,90,30,0,120
2020-06-25 00:00:00,Delhi,26588,41437,2365,70390
2020-06-25 00:00:00,Goa,660,289,2,951
2020-06-25 00:00:00,Gujarat,6120,21088,1735,28943
2020-06-25 00:00:00,Haryana,4897,6925,188,12010
2020-06-25 00:00:00,Himachal Pradesh,332,466,8,806
2020-06-25 00:00:00,Jammu and Kashmir,2516,3818,88,6422
2020-06-25 00:00:00,Jharkhand,626,1570,11,2207
2020-06-25 00:00:00,Karnataka,3803,6151,164,10118
2020-06-25 00:00:00,Kerala,1693,1888,22,3603
2020-06-25 00:00:00,Ladakh,666,274,1,941
2020-06-25 00:00:00,Madhya Pradesh,2441,9473,534,12448
2020-06-25 00:00:00,Maharashtra,62369,73792,6739,142900
2020-06-25 00:00:00,Manipur,642,328,0,970
2020-06-25 00:00:00,Meghalaya,3,42,1,46
2020-06-25 00:00:00,Mizoram,123,19,0,142
2020-06-25 00:00:00,Nagaland,199,148,0,347
2020-06-25 00:00:00,Odisha,1612,4123,17,5752
2020-06-25 00:00:00,Puducherry,276,176,9,461
2020-06-25 00:00:00,Punjab,1415,3099,113,4627
2020-06-25 00:00:00,Rajasthan,3023,12611,375,16009
2020-06-25 00:00:00,Sikkim,45,39,0,84
2020-06-25 00:00:00,Tamil Nadu,28839,37763,866,67468
2020-06-25 00:00:00,Telangana,5858,4361,225,10444
2020-06-25 00:00:00,Tripura,361,897,1,1259
2020-06-25 00:00:00,Uttarakhand,867,1721,35,2623
2020-06-25 00:00:00,Uttar Pradesh,6375,12586,596,19557
2020-06-25 00:00:00,West Bengal,4880,9702,591,15173
2020-06-25 00:00:00,Cases being reassigned to states,8493,,,8493
2020-06-25 00:00:00,Total#,186514,"
	","
	","
	"
2020-06-25 00:00:00,,,,,
2020-06-25 00:00:00,,,,,
2020-06-25 00:00:00,,,,,
2020-06-25 00:00:00,,,,,
2020-06-30 00:00:00,Andaman and Nicobar Islands,44,46,0,90
2020-06-30 00:00:00,Andhra Pradesh,7479,6232,180,13891
2020-06-30 00:00:00,Arunachal Pradesh,125,61,1,187
2020-06-30 00:00:00,Assam,2408,5333,11,7752
2020-06-30 00:00:00,Bihar,2188,7390,62,9640
2020-06-30 00:00:00,Chandigarh,80,349,6,435
2020-06-30 00:00:00,Chhattisgarh,575,2173,13,2761
2020-06-30 00:00:00,Dadra and Nagar Haveli and Daman and Diu,126,77,0,203
2020-06-30 00:00:00,Delhi,26246,56235,2680,85161
2020-06-30 00:00:00,Goa,717,478,3,1198
2020-06-30 00:00:00,Gujarat,6871,23240,1827,31938
2020-06-30 00:00:00,Haryana,4476,9502,232,14210
2020-06-30 00:00:00,Himachal Pradesh,377,556,9,942
2020-06-30 00:00:00,Jammu and Kashmir,2557,4585,95,7237
2020-06-30 00:00:00,Jharkhand,566,1845,15,2426
2020-06-30 00:00:00,Karnataka,6386,7683,226,14295
2020-06-30 00:00:00,Kerala,2015,2152,22,4189
2020-06-30 00:00:00,Ladakh,347,616,1,964
2020-06-30 00:00:00,Madhya Pradesh,2607,10199,564,13370
2020-06-30 00:00:00,Maharashtra,73313,88960,7610,169883
2020-06-30 00:00:00,Manipur,733,494,0,1227
2020-06-30 00:00:00,Meghalaya,4,42,1,47
2020-06-30 00:00:00,Mizoram,93,55,0,148
2020-06-30 00:00:00,Nagaland,266,168,0,434
2020-06-30 00:00:00,Odisha,1890,4946,23,6859
2020-06-30 00:00:00,Puducherry,388,221,10,619
2020-06-30 00:00:00,Punjab,1516,3764,138,5418
2020-06-30 00:00:00,Rajasthan,3637,13618,405,17660
2020-06-30 00:00:00,Sikkim,38,50,0,88
2020-06-30 00:00:00,Tamil Nadu,37334,47749,1141,86224
2020-06-30 00:00:00,Telangana,9559,5582,253,15394
2020-06-30 00:00:00,Tripura,294,1085,1,1380
2020-06-30 00:00:00,Uttarakhand,681,2111,39,2831
2020-06-30 00:00:00,Uttar Pradesh,6650,15506,672,22828
2020-06-30 00:00:00,West Bengal,5535,11719,653,17907
2020-06-30 00:00:00,Cases being reassigned to states,7004,,,7004
2020-06-30 00:00:00,Total#,215125,"
	","
	","
	"
2020-06-30 00:00:00,,,,,
2020-06-30 00:00:00,,,,,
2020-06-30 00:00:00,,,,,
2020-06-30 00:00:00,,,,,
2020-06-27 00:00:00,Andaman and Nicobar Islands,29,43,0,72
2020-06-27 00:00:00,Andhra Pradesh,6145,5196,148,11489
2020-06-27 00:00:00,Arunachal Pradesh,129,42,1,172
2020-06-27 00:00:00,Assam,2339,4259,9,6607
2020-06-27 00:00:00,Bihar,1896,6762,58,8716
2020-06-27 00:00:00,Chandigarh,84,335,6,425
2020-06-27 00:00:00,Chhattisgarh,618,1914,13,2545
2020-06-27 00:00:00,Dadra and Nagar Haveli and Daman and Diu,122,41,0,163
2020-06-27 00:00:00,Delhi,27657,47091,2492,77240
2020-06-27 00:00:00,Goa,667,370,2,1039
2020-06-27 00:00:00,Gujarat,6294,22030,1771,30095
2020-06-27 00:00:00,Haryana,4657,8016,211,12884
2020-06-27 00:00:00,Himachal Pradesh,353,502,9,864
2020-06-27 00:00:00,Jammu and Kashmir,2591,4080,91,6762
2020-06-27 00:00:00,Jharkhand,635,1643,12,2290
2020-06-27 00:00:00,Karnataka,3909,6916,180,11005
2020-06-27 00:00:00,Kerala,1846,2008,22,3876
2020-06-27 00:00:00,Ladakh,587,358,1,946
2020-06-27 00:00:00,Madhya Pradesh,2448,9804,546,12798
2020-06-27 00:00:00,Maharashtra,65844,79815,7106,152765
2020-06-27 00:00:00,Manipur,682,393,0,1075
2020-06-27 00:00:00,Meghalaya,4,42,1,47
2020-06-27 00:00:00,Mizoram,115,30,0,145
2020-06-27 00:00:00,Nagaland,209,162,0,371
2020-06-27 00:00:00,Odisha,1741,4422,17,6180
2020-06-27 00:00:00,Puducherry,306,187,9,502
2020-06-27 00:00:00,Punjab,1634,3201,122,4957
2020-06-27 00:00:00,Rajasthan,3218,13062,380,16660
2020-06-27 00:00:00,Sikkim,47,39,0,86
2020-06-27 00:00:00,Tamil Nadu,32308,41357,957,74622
2020-06-27 00:00:00,Telangana,7346,4766,237,12349
2020-06-27 00:00:00,Tripura,269,1055,1,1325
2020-06-27 00:00:00,Uttarakhand,866,1822,37,2725
2020-06-27 00:00:00,Uttar Pradesh,6730,13583,630,20943
2020-06-27 00:00:00,West Bengal,5039,10535,616,16190
2020-06-27 00:00:00,Cases being reassigned to states,8023,,,8023
2020-06-27 00:00:00,Total#,197387,"
	","
	","
	"
2020-06-27 00:00:00,,,,,
2020-06-27 00:00:00,,,,,
2020-06-27 00:00:00,,,,,
2020-06-27 00:00:00,,,,,
2020-07-01 00:00:00,Andaman and Nicobar Islands,47,50,0,97
2020-07-01 00:00:00,Andhra Pradesh,7897,6511,187,14595
2020-07-01 00:00:00,Arunachal Pradesh,128,62,1,191
2020-07-01 00:00:00,Assam,2568,5647,12,8227
2020-07-01 00:00:00,Bihar,2289,7687,67,10043
2020-07-01 00:00:00,Chandigarh,70,364,6,440
2020-07-01 00:00:00,Chhattisgarh,597,2250,13,2860
2020-07-01 00:00:00,Dadra and Nagar Haveli and Daman and Diu,131,82,0,213
2020-07-01 00:00:00,Delhi,26270,58348,2742,87360
2020-07-01 00:00:00,Goa,716,596,3,1315
2020-07-01 00:00:00,Gujarat,7049,23662,1846,32557
2020-07-01 00:00:00,Haryana,4340,9972,236,14548
2020-07-01 00:00:00,Himachal Pradesh,363,580,10,953
2020-07-01 00:00:00,Jammu and Kashmir,2674,4722,101,7497
2020-07-01 00:00:00,Jharkhand,591,1884,15,2490
2020-07-01 00:00:00,Karnataka,7078,7918,246,15242
2020-07-01 00:00:00,Kerala,2112,2306,24,4442
2020-07-01 00:00:00,Ladakh,324,648,1,973
2020-06-29 00:00:00,Andaman and Nicobar Islands,31,45,0,76
2020-07-01 00:00:00,Madhya Pradesh,2626,10395,572,13593
2020-07-01 00:00:00,Maharashtra,75995,90911,7855,174761
2020-07-01 00:00:00,Manipur,681,553,0,1234
2020-07-01 00:00:00,Meghalaya,9,42,1,52
2020-07-01 00:00:00,Mizoram,38,122,0,160
2020-07-01 00:00:00,Nagaland,291,168,0,459
2020-07-01 00:00:00,Odisha,1851,5189,25,7065
2020-07-01 00:00:00,Puducherry,430,272,12,714
2020-07-01 00:00:00,Punjab,1557,3867,144,5568
2020-07-01 00:00:00,Rajasthan,3381,14220,413,18014
2020-07-01 00:00:00,Sikkim,37,52,0,89
2020-07-01 00:00:00,Tamil Nadu,38892,50074,1201,90167
2020-07-01 00:00:00,Telangana,8785,7294,260,16339
2020-07-01 00:00:00,Tripura,301,1086,1,1388
2020-07-01 00:00:00,Uttarakhand,609,2231,41,2881
2020-06-29 00:00:00,Andhra Pradesh,7164,5908,169,13241
2020-06-29 00:00:00,Arunachal Pradesh,121,60,1,182
2020-06-29 00:00:00,Assam,2108,5088,10,7206
2020-06-29 00:00:00,Bihar,2034,7118,60,9212
2020-06-29 00:00:00,Chandigarh,87,336,6,429
2020-06-29 00:00:00,Chhattisgarh,558,2091,13,2662
2020-06-29 00:00:00,Dadra and Nagar Haveli and Daman and Diu,118,60,0,178
2020-06-29 00:00:00,Delhi,27847,52607,2623,83077
2020-06-29 00:00:00,Goa,717,478,3,1198
2020-06-29 00:00:00,Gujarat,6712,22800,1808,31320
2020-06-29 00:00:00,Haryana,4689,8917,223,13829
2020-06-29 00:00:00,Himachal Pradesh,378,529,9,916
2020-06-29 00:00:00,Jammu and Kashmir,2683,4316,94,7093
2020-06-29 00:00:00,Jharkhand,559,1793,12,2364
2020-06-29 00:00:00,Karnataka,5476,7507,207,13190
2020-06-29 00:00:00,Kerala,2015,2152,22,4189
2020-07-01 00:00:00,Uttar Pradesh,6711,16084,697,23492
2020-07-01 00:00:00,West Bengal,5761,12130,668,18559
2020-07-01 00:00:00,Cases being reassigned to states,6915,,,6915
2020-07-01 00:00:00,Total#,220114,"
	","
	","
	"
2020-07-01 00:00:00,,,,,
2020-07-01 00:00:00,,,,,
2020-07-01 00:00:00,,,,,
2020-07-01 00:00:00,,,,,
2020-06-29 00:00:00,Ladakh,376,586,1,963
2020-06-29 00:00:00,Madhya Pradesh,2545,10084,557,13186
2020-06-29 00:00:00,Maharashtra,70622,86575,7429,164626
2020-06-29 00:00:00,Manipur,730,455,0,1185
2020-06-29 00:00:00,Meghalaya,4,42,1,47
2020-06-29 00:00:00,Mizoram,93,55,0,148
2020-06-29 00:00:00,Nagaland,251,164,0,415
2020-06-29 00:00:00,Odisha,1850,4743,21,6614
2020-06-29 00:00:00,Puducherry,388,221,10,619
2020-06-29 00:00:00,Punjab,1557,3526,133,5216
2020-06-29 00:00:00,Rajasthan,3261,13611,399,17271
2020-06-29 00:00:00,Sikkim,39,49,0,88
2020-06-29 00:00:00,Tamil Nadu,35659,45537,1079,82275
2020-06-29 00:00:00,Telangana,9000,5172,247,14419
2020-06-29 00:00:00,Tripura,266,1079,1,1346
2020-06-29 00:00:00,Uttarakhand,767,2018,38,2823
2020-06-29 00:00:00,Uttar Pradesh,6679,14808,660,22147
2020-06-29 00:00:00,West Bengal,5451,11193,639,17283
2020-06-29 00:00:00,Cases being reassigned to states,7285,,,7285
2020-06-29 00:00:00,Total#,210120,"
	","
	","
	"
2020-06-29 00:00:00,,,,,
2020-06-29 00:00:00,,,,,
2020-06-29 00:00:00,,,,,
2020-06-29 00:00:00,,,,,
2020-07-02 00:00:00,Andaman and Nicobar Islands,50,50,0,100
2020-07-02 00:00:00,Andhra Pradesh,8071,6988,193,15252
2020-07-02 00:00:00,Arunachal Pradesh,128,66,1,195
2020-07-02 00:00:00,Assam,2719,5851,12,8582
2020-07-02 00:00:00,Bihar,2233,7946,70,10249
2020-07-02 00:00:00,Chandigarh,73,367,6,446
2020-07-02 00:00:00,Chhattisgarh,623,2303,14,2940
2020-07-02 00:00:00,Dadra and Nagar Haveli and Daman and Diu,129,86,0,215
2020-07-02 00:00:00,Delhi,27007,59992,2803,89802
2020-07-02 00:00:00,Goa,713,670,4,1387
2020-07-02 00:00:00,Gujarat,7335,24030,1867,33232
2020-07-02 00:00:00,Haryana,4202,10499,240,14941
2020-07-02 00:00:00,Himachal Pradesh,355,614,10,979
2020-07-02 00:00:00,Jammu and Kashmir,2734,4856,105,7695
2020-07-02 00:00:00,Jharkhand,575,1931,15,2521
2020-07-02 00:00:00,Karnataka,8198,8063,253,16514
2020-07-02 00:00:00,Kerala,2130,2439,24,4593
2020-07-02 00:00:00,Ladakh,295,694,1,990
2020-07-02 00:00:00,Madhya Pradesh,2625,10655,581,13861
2020-07-02 00:00:00,Maharashtra,79091,93154,8053,180298
2020-07-02 00:00:00,Manipur,681,579,0,1260
2020-07-02 00:00:00,Meghalaya,9,42,1,52
2020-07-02 00:00:00,Mizoram,37,123,0,160
2020-07-02 00:00:00,Nagaland,291,168,0,459
2020-07-02 00:00:00,Odisha,1938,5353,25,7316
2020-07-02 00:00:00,Puducherry,430,272,12,714
2020-07-02 00:00:00,Punjab,1652,3867,149,5668
2020-07-02 00:00:00,Rajasthan,3317,14574,421,18312
2020-07-02 00:00:00,Sikkim,48,53,0,101
2020-07-02 00:00:00,Tamil Nadu,39859,52926,1264,94049
2020-07-02 00:00:00,Telangana,9008,8082,267,17357
2020-07-02 00:00:00,Tripura,302,1093,1,1396
2020-07-02 00:00:00,Uttarakhand,589,2317,41,2947
2020-07-02 00:00:00,Uttar Pradesh,6709,16629,718,24056
2020-07-02 00:00:00,West Bengal,5959,12528,683,19170
2020-07-02 00:00:00,Cases being reassigned to states,6832,,,6832
2020-07-02 00:00:00,Total#,226947,"
	","
	","
	"
2020-07-02 00:00:00,,,,,
2020-07-02 00:00:00,,,,,
2020-07-02 00:00:00,,,,,
2020-07-02 00:00:00,,,,,
2020-07-04 00:00:00,Andaman and Nicobar Islands,62,54,0,116
2020-07-04 00:00:00,Andhra Pradesh,9096,7632,206,16934
2020-07-04 00:00:00,Arunachal Pradesh,176,75,1,252
2020-07-04 00:00:00,Assam,3310,6349,14,9673
2020-07-04 00:00:00,Bihar,2660,8214,80,10954
2020-07-04 00:00:00,Chandigarh,58,393,6,457
2020-07-04 00:00:00,Chhattisgarh,614,2437,14,3065
2020-07-04 00:00:00,Dadra and Nagar Haveli and Daman and Diu,161,96,0,257
2020-07-04 00:00:00,Delhi,26148,65624,2923,94695
2020-07-04 00:00:00,Goa,744,734,4,1482
2020-07-04 00:00:00,Gujarat,7763,24933,1904,34600
2020-07-04 00:00:00,Haryana,4057,11691,255,16003
2020-07-04 00:00:00,Himachal Pradesh,356,667,10,1033
2020-07-04 00:00:00,Jammu and Kashmir,2825,5075,119,8019
2020-07-04 00:00:00,Jharkhand,679,2001,15,2695
2020-07-04 00:00:00,Karnataka,10612,8805,293,19710
2020-07-04 00:00:00,Kerala,2098,2841,25,4964
2020-07-04 00:00:00,Ladakh,223,777,1,1001
2020-07-04 00:00:00,Madhya Pradesh,2655,11049,593,14297
2020-07-04 00:00:00,Maharashtra,79927,104687,8376,192990
2020-07-04 00:00:00,Manipur,677,639,0,1316
2020-07-04 00:00:00,Meghalaya,18,43,1,62
2020-07-04 00:00:00,Mizoram,36,126,0,162
2020-07-04 00:00:00,Nagaland,311,228,0,539
2020-07-04 00:00:00,Odisha,2372,5705,29,8106
2020-07-04 00:00:00,Puducherry,459,331,12,802
2020-07-04 00:00:00,Punjab,1514,4266,157,5937
2020-07-04 00:00:00,Rajasthan,3331,15281,440,19052
2020-07-04 00:00:00,Sikkim,49,53,0,102
2020-07-04 00:00:00,Tamil Nadu,42958,58378,1385,102721
2020-07-04 00:00:00,Telangana,9984,10195,283,20462
2020-07-04 00:00:00,Tripura,325,1199,1,1525
2020-07-04 00:00:00,Uttarakhand,525,2481,42,3048
2020-07-04 00:00:00,Uttar Pradesh,7451,17597,749,25797
2020-07-04 00:00:00,West Bengal,6200,13571,717,20488
2020-07-04 00:00:00,Cases being reassigned to states,4999,,,4999
2020-07-04 00:00:00,Total#,235433,"
	","
	","
	"
2020-07-04 00:00:00,,,,,
2020-07-04 00:00:00,,,,,
2020-07-04 00:00:00,,,,,
2020-07-04 00:00:00,,,,,
2020-06-28 00:00:00,Andaman and Nicobar Islands,29,43,0,72
2020-06-28 00:00:00,Andhra Pradesh,6648,5480,157,12285
2020-06-28 00:00:00,Arunachal Pradesh,122,54,1,177
2020-06-28 00:00:00,Assam,2307,4500,9,6816
2020-06-28 00:00:00,Bihar,2029,6843,59,8931
2020-06-28 00:00:00,Chandigarh,87,335,6,428
2020-06-28 00:00:00,Chhattisgarh,618,1914,13,2545
2020-06-28 00:00:00,Dadra and Nagar Haveli and Daman and Diu,122,55,0,177
2020-06-28 00:00:00,Delhi,28329,49301,2558,80188
2020-06-28 00:00:00,Goa,706,420,2,1128
2020-06-28 00:00:00,Gujarat,6511,22409,1789,30709
2020-06-28 00:00:00,Haryana,4737,8472,218,13427
2020-06-28 00:00:00,Himachal Pradesh,376,509,9,894
2020-06-28 00:00:00,Jammu and Kashmir,2648,4225,93,6966
2020-06-28 00:00:00,Jharkhand,603,1724,12,2339
2020-06-28 00:00:00,Karnataka,4445,7287,191,11923
2020-06-28 00:00:00,Kerala,1939,2110,22,4071
2020-06-28 00:00:00,Ladakh,405,554,1,960
2020-06-28 00:00:00,Madhya Pradesh,2444,9971,550,12965
2020-06-28 00:00:00,Maharashtra,67615,84245,7273,159133
2020-06-28 00:00:00,Manipur,660,432,0,1092
2020-06-28 00:00:00,Meghalaya,4,42,1,47
2020-06-28 00:00:00,Mizoram,93,55,0,148
2020-06-28 00:00:00,Nagaland,223,164,0,387
2020-06-28 00:00:00,Odisha,1726,4606,18,6350
2020-06-28 00:00:00,Puducherry,388,221,10,619
2020-06-28 00:00:00,Punjab,1608,3320,128,5056
2020-06-28 00:00:00,Rajasthan,3186,13367,391,16944
2020-06-28 00:00:00,Sikkim,41,46,0,87
2020-06-28 00:00:00,Tamil Nadu,33216,44094,1025,78335
2020-06-28 00:00:00,Telangana,8265,4928,243,13436
2020-06-28 00:00:00,Tripura,262,1071,1,1334
2020-06-28 00:00:00,Uttarakhand,842,1912,37,2791
2020-06-28 00:00:00,Uttar Pradesh,6685,14215,649,21549
2020-06-28 00:00:00,West Bengal,5293,10789,629,16711
2020-06-28 00:00:00,Cases being reassigned to states,7839,,,7839
2020-06-28 00:00:00,Total#,203051,"
	","
	","
	"
2020-06-28 00:00:00,,,,,
2020-06-28 00:00:00,,,,,
2020-06-28 00:00:00,,,,,
2020-06-28 00:00:00,,,,,
2020-07-06 00:00:00,Andaman and Nicobar Islands,53,72,0,125
2020-07-06 00:00:00,Andhra Pradesh,10043,8422,232,18697
2020-07-06 00:00:00,Arunachal Pradesh,190,78,1,269
2020-07-06 00:00:00,Assam,4249,7125,14,11388
2020-07-06 00:00:00,Bihar,3016,8765,95,11876
2020-07-06 00:00:00,Chandigarh,65,395,6,466
2020-07-06 00:00:00,Chhattisgarh,592,2601,14,3207
2020-07-06 00:00:00,Dadra and Nagar Haveli and Daman and Diu,165,106,0,271
2020-07-06 00:00:00,Delhi,25038,71339,3067,99444
2020-07-06 00:00:00,Goa,818,936,7,1761
2020-07-06 00:00:00,Gujarat,8202,25892,1943,36037
2020-07-06 00:00:00,Haryana,3796,12944,265,17005
2020-07-06 00:00:00,Himachal Pradesh,315,737,11,1063
2020-07-06 00:00:00,Jammu and Kashmir,3042,5255,132,8429
2020-07-06 00:00:00,Jharkhand,717,2045,19,2781
2020-07-06 00:00:00,Karnataka,13255,9847,372,23474
2020-07-06 00:00:00,Kerala,2230,3174,25,5429
2020-07-06 00:00:00,Ladakh,178,826,1,1005
2020-07-06 00:00:00,Madhya Pradesh,2911,11411,608,14930
2020-07-06 00:00:00,Maharashtra,86057,111740,8822,206619
2020-07-06 00:00:00,Manipur,678,688,0,1366
2020-07-06 00:00:00,Meghalaya,18,43,1,62
2020-07-06 00:00:00,Mizoram,56,130,0,186
2020-07-06 00:00:00,Nagaland,359,231,0,590
2020-07-06 00:00:00,Odisha,2810,6224,36,9070
2020-07-06 00:00:00,Puducherry,459,331,12,802
2020-07-06 00:00:00,Punjab,1711,4408,164,6283
2020-07-06 00:00:00,Rajasthan,3780,15928,456,20164
2020-07-06 00:00:00,Sikkim,62,61,0,123
2020-07-06 00:00:00,Tamil Nadu,46863,62778,1510,111151
2020-07-06 00:00:00,Telangana,10904,12703,295,23902
2020-07-06 00:00:00,Tripura,365,1202,1,1568
2020-07-06 00:00:00,Uttarakhand,558,2524,42,3124
2020-07-06 00:00:00,Uttar Pradesh,8161,18761,785,27707
2020-07-06 00:00:00,West Bengal,6658,14711,757,22126
2020-07-06 00:00:00,Cases being reassigned to states,4913,,,4913
2020-07-06 00:00:00,Total#,253287,"
	","
	","
	"
2020-07-06 00:00:00,,,,,
2020-07-06 00:00:00,,,,,
2020-07-06 00:00:00,,,,,
2020-07-06 00:00:00,,,,,
2020-07-09 00:00:00,Andaman and Nicobar Islands,72,77,0,149
2020-07-09 00:00:00,Andhra Pradesh,10894,11101,264,22259
2020-07-09 00:00:00,Arunachal Pradesh,176,109,2,287
2020-07-09 00:00:00,Assam,4591,8729,16,13336
2020-07-09 00:00:00,Bihar,3528,9554,107,13189
2020-07-09 00:00:00,Chandigarh,104,402,7,513
2020-07-09 00:00:00,Chhattisgarh,676,2835,14,3525
2020-07-09 00:00:00,Dadra and Nagar Haveli and Daman and Diu,224,184,0,408
2020-07-09 00:00:00,Delhi,23452,78199,3213,104864
2020-07-09 00:00:00,Goa,824,1207,8,2039
2020-07-09 00:00:00,Gujarat,9051,27289,1993,38333
2020-07-09 00:00:00,Haryana,4302,14106,282,18690
2020-07-09 00:00:00,Himachal Pradesh,257,833,11,1101
2020-07-09 00:00:00,Jammu and Kashmir,3545,5567,149,9261
2020-07-09 00:00:00,Jharkhand,904,2170,22,3096
2020-07-09 00:00:00,Karnataka,16531,11876,470,28877
2020-07-09 00:00:00,Kerala,2609,3559,27,6195
2020-07-09 00:00:00,Ladakh,204,836,1,1041
2020-07-09 00:00:00,Madhya Pradesh,3420,11987,629,16036
2020-07-09 00:00:00,Maharashtra,91084,123192,9448,223724
2020-07-09 00:00:00,Manipur,642,793,0,1435
2020-07-09 00:00:00,Meghalaya,36,43,1,80
2020-07-09 00:00:00,Mizoram,64,133,0,197
